facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-01427-ST-LUKE-S-MUBENDE-PHARMACY,St. Luke's Mubende Pharmacy,St. Luke's Mubende Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mubende,Mubende,Mubende University Ward,"Mubende University Ward, Mubende, Uganda",0.565562,31.351745,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671292494,billing.1427@st.luke.s.mubende.pharmacy.test.ug,Provider Relations 1427,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001427,UG-REG-TEST-001427,Retail Pharmacy,SMART-UG-01427,SLADE-UG-01427
UG-FAC-01428-RELIABLE-IGANGA-PHARMACY,Reliable Iganga Pharmacy,Reliable Iganga Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,ICEA|Britam|Jubilee|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Iganga,Iganga,Iganga East,"Iganga East, Iganga, Uganda",0.587403,33.486641,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671300413,billing.1428@reliable.iganga.pharmacy.test.ug,Provider Relations 1428,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001428,UG-REG-TEST-001428,Retail Pharmacy,SMART-UG-01428,SLADE-UG-01428
UG-FAC-01429-GRACE-HOIMA-PHARMACY,Grace Hoima Pharmacy,Grace Hoima Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,GA Insurance|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Hoima,Hoima,Hoima University Ward,"Hoima University Ward, Hoima, Uganda",1.461457,31.378168,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671308332,billing.1429@grace.hoima.pharmacy.test.ug,Provider Relations 1429,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001429,UG-REG-TEST-001429,Retail Pharmacy,SMART-UG-01429,SLADE-UG-01429
UG-FAC-01430-ECOPHARM-PHARMACY-KAMWENGE-HILL-VI,Ecopharm Pharmacy Kamwenge Hill View,Ecopharm Pharmacy Kamwenge Hill View Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kamwenge,Kamwenge,Kamwenge South,"Kamwenge South, Kamwenge, Uganda",0.214687,30.442941,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671316251,billing.1430@ecopharm.pharmacy.kamwenge.hill.view.test.ug,Provider Relations 1430,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001430,UG-REG-TEST-001430,Retail Pharmacy,SMART-UG-01430,SLADE-UG-01430
UG-FAC-01431-PEARL-RAKAI-PHARMACY,Pearl Rakai Pharmacy,Pearl Rakai Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Medical Concierge|ICEA|Britam|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Rakai,Rakai,Rakai Municipal,"Rakai Municipal, Rakai, Uganda",-0.761402,31.483121,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671324170,billing.1431@pearl.rakai.pharmacy.test.ug,Provider Relations 1431,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001431,UG-REG-TEST-001431,Retail Pharmacy,SMART-UG-01431,SLADE-UG-01431
UG-FAC-01432-VICTORIA-MAYUGE-PHARMACY,Victoria Mayuge Pharmacy,Victoria Mayuge Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam|Liberty|APA|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Mayuge,Mayuge,Mayuge Central,"Mayuge Central, Mayuge, Uganda",0.420693,33.521369,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671332089,billing.1432@victoria.mayuge.pharmacy.test.ug,Provider Relations 1432,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001432,UG-REG-TEST-001432,Retail Pharmacy,SMART-UG-01432,SLADE-UG-01432
UG-FAC-01433-FAMILY-BUKEDEA-PHARMACY,Family Bukedea Pharmacy,Family Bukedea Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Bukedea,Bukedea,Bukedea Hill View,"Bukedea Hill View, Bukedea, Uganda",1.339863,34.085175,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671340008,billing.1433@family.bukedea.pharmacy.test.ug,Provider Relations 1433,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001433,UG-REG-TEST-001433,Retail Pharmacy,SMART-UG-01433,SLADE-UG-01433
UG-FAC-01434-UNITY-MBARARA-PHARMACY,Unity Mbarara Pharmacy,Unity Mbarara Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,GA Insurance|UAP Old Mutual|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Mbarara,Mbarara,Mbarara Town Council,"Mbarara Town Council, Mbarara, Uganda",-0.649771,30.690106,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671347927,billing.1434@unity.mbarara.pharmacy.test.ug,Provider Relations 1434,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001434,UG-REG-TEST-001434,Retail Pharmacy,SMART-UG-01434,SLADE-UG-01434
UG-FAC-01435-RELIABLE-MUKONO-PHARMACY,Reliable Mukono Pharmacy,Reliable Mukono Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,APA|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mukono,Mukono,Mukono Central,"Mukono Central, Mukono, Uganda",0.3696,32.74214,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671355846,billing.1435@reliable.mukono.pharmacy.test.ug,Provider Relations 1435,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001435,UG-REG-TEST-001435,Retail Pharmacy,SMART-UG-01435,SLADE-UG-01435
UG-FAC-01436-AAR-HEALTH-CARE-LYANTONDE-UNIVERSI,AAR Health Care Lyantonde University Ward,AAR Health Care Lyantonde University Ward Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,AAR|Jubilee|GA Insurance|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Lyantonde,Lyantonde,Lyantonde Municipal,"Lyantonde Municipal, Lyantonde, Uganda",-0.39986,31.13496,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671363765,billing.1436@aar.health.care.lyantonde.university.ward.test.ug,Provider Relations 1436,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001436,UG-REG-TEST-001436,Retail Pharmacy,SMART-UG-01436,SLADE-UG-01436
UG-FAC-01437-GRACE-MUKONO-PHARMACY,Grace Mukono Pharmacy,Grace Mukono Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mukono,Mukono,Mukono Central,"Mukono Central, Mukono, Uganda",0.341835,32.74003,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671371684,billing.1437@grace.mukono.pharmacy.test.ug,Provider Relations 1437,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001437,UG-REG-TEST-001437,Retail Pharmacy,SMART-UG-01437,SLADE-UG-01437
UG-FAC-01438-HOPE-KASESE-PHARMACY,Hope Kasese Pharmacy,Hope Kasese Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Jubilee|Medical Concierge|Liberty|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kasese,Kasese,Kasese University Ward,"Kasese University Ward, Kasese, Uganda",0.188954,30.06262,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671379603,billing.1438@hope.kasese.pharmacy.test.ug,Provider Relations 1438,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001438,UG-REG-TEST-001438,Retail Pharmacy,SMART-UG-01438,SLADE-UG-01438
UG-FAC-01439-NILE-LUWERO-PHARMACY,Nile Luwero Pharmacy,Nile Luwero Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Luwero,Luwero,Luwero Municipal,"Luwero Municipal, Luwero, Uganda",0.86746,32.440057,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671387522,billing.1439@nile.luwero.pharmacy.test.ug,Provider Relations 1439,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001439,UG-REG-TEST-001439,Retail Pharmacy,SMART-UG-01439,SLADE-UG-01439
UG-FAC-01440-RELIABLE-KIBOGA-PHARMACY,Reliable Kiboga Pharmacy,Reliable Kiboga Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Medical Concierge|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Kiboga,Kiboga,Kiboga Municipal,"Kiboga Municipal, Kiboga, Uganda",0.92373,31.772809,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671395441,billing.1440@reliable.kiboga.pharmacy.test.ug,Provider Relations 1440,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001440,UG-REG-TEST-001440,Retail Pharmacy,SMART-UG-01440,SLADE-UG-01440
UG-FAC-01441-SUNRISE-ARUA-PHARMACY,Sunrise Arua Pharmacy,Sunrise Arua Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|APA|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Arua,Arua,Arua Central,"Arua Central, Arua, Uganda",3.057393,30.868215,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671403360,billing.1441@sunrise.arua.pharmacy.test.ug,Provider Relations 1441,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001441,UG-REG-TEST-001441,Retail Pharmacy,SMART-UG-01441,SLADE-UG-01441
UG-FAC-01442-NILE-MBARARA-PHARMACY,Nile Mbarara Pharmacy,Nile Mbarara Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,APA|GA Insurance|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Mbarara,Mbarara,Mbarara North,"Mbarara North, Mbarara, Uganda",-0.647164,30.626729,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671411279,billing.1442@nile.mbarara.pharmacy.test.ug,Provider Relations 1442,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001442,UG-REG-TEST-001442,Retail Pharmacy,SMART-UG-01442,SLADE-UG-01442
UG-FAC-01443-RELIABLE-IGANGA-PHARMACY-51,Reliable Iganga Pharmacy 51,Reliable Iganga Pharmacy 51 Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty|Medical Concierge|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Iganga,Iganga,Iganga South,"Iganga South, Iganga, Uganda",0.564243,33.464409,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671419198,billing.1443@reliable.iganga.pharmacy.51.test.ug,Provider Relations 1443,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001443,UG-REG-TEST-001443,Retail Pharmacy,SMART-UG-01443,SLADE-UG-01443
UG-FAC-01444-HOPE-ADJUMANI-PHARMACY,Hope Adjumani Pharmacy,Hope Adjumani Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Jubilee|Medical Concierge|UAP Old Mutual|Prudential,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Adjumani,Adjumani,Adjumani Mission Ward,"Adjumani Mission Ward, Adjumani, Uganda",3.36453,31.750028,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671427117,billing.1444@hope.adjumani.pharmacy.test.ug,Provider Relations 1444,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001444,UG-REG-TEST-001444,Retail Pharmacy,SMART-UG-01444,SLADE-UG-01444
UG-FAC-01445-CARE-GULU-PHARMACY,Care Gulu Pharmacy,Care Gulu Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PARTNER,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Britam|Liberty|UAP Old Mutual|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Gulu,Gulu,Gulu University Ward,"Gulu University Ward, Gulu, Uganda",2.792052,32.286155,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671435036,billing.1445@care.gulu.pharmacy.test.ug,Provider Relations 1445,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001445,UG-REG-TEST-001445,Retail Pharmacy,SMART-UG-01445,SLADE-UG-01445
UG-FAC-01446-LIFELINK-MEDICAL-CENTRE-BUSIA-UNIV,LifeLink Medical Centre Busia University Ward,LifeLink Medical Centre Busia University Ward Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Sanlam|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Busia,Busia,Busia University Ward,"Busia University Ward, Busia, Uganda",0.440125,34.110514,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671442955,billing.1446@lifelink.medical.centre.busia.university.w.test.ug,Provider Relations 1446,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001446,UG-REG-TEST-001446,Retail Pharmacy,SMART-UG-01446,SLADE-UG-01446
UG-FAC-01447-PEARL-FORT-PORTAL-PHARMACY,Pearl Fort Portal Pharmacy,Pearl Fort Portal Pharmacy Limited,PHARMACY,Pharmacy,Retail Pharmacy,Private for profit,PANEL,ACTIVE,Pharmacy,false,Pharmacy|Chronic Medication|Retail Dispensing,true,Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Fort Portal,Fort Portal,Fort Portal Town Council,"Fort Portal Town Council, Fort Portal, Uganda",0.699042,30.313631,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671450874,billing.1447@pearl.fort.portal.pharmacy.test.ug,Provider Relations 1447,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-001447,UG-REG-TEST-001447,Retail Pharmacy,SMART-UG-01447,SLADE-UG-01447
